Pros_No,married,own_home,household_size,income,age,zip_code
925,0,1,3,65,44,21036
926,1,1,3,35,50,20905
927,0,1,1,60,76,22630
928,1,1,2,105,60,21229
929,0,1,3,155,46,21401
930,1,1,2,175,68,8053
931,1,1,4,35,48,8361
932,0,1,6,35,67,21093
933,1,1,2,175,67,21093
934,0,1,3,35,59,21076
935,1,1,6,100,41,20814
936,0,1,1,35,36,20007
937,1,1,4,45,54,22205
938,0,1,4,60,55,21042
939,0,1,3,35,38,8048
940,0,1,1,85,47,8406
941,1,1,1,50,50,20783
942,0,1,4,35,42,20853
943,1,1,2,35,53,8053
944,1,1,4,35,50,20854
945,1,1,2,35,71,8060
946,1,1,3,35,82,21207
947,1,1,3,150,58,20132
948,0,1,4,35,60,20906
949,0,1,2,80,38,8021
950,1,1,3,175,63,19010
951,1,0,2,60,84,23185
952,1,1,2,175,66,22101
953,1,1,2,145,54,22314
954,1,0,4,175,53,8087
955,1,0,1,35,30,22304
956,1,1,6,175,76,18901
957,1,1,2,35,72,8054
958,1,1,2,65,36,21014
959,0,1,7,35,36,20854
960,0,1,5,45,37,8759
961,1,1,3,55,64,22003
962,1,0,1,45,55,8048
963,1,1,3,35,62,22554
964,1,1,2,110,44,7728
965,1,0,2,45,45,22911
966,0,1,2,80,59,20016
967,0,0,2,35,78,20008
968,0,1,1,40,68,20874
969,1,1,6,35,40,20136
970,1,1,2,40,67,8505
971,0,1,1,35,42,21209
972,1,1,1,35,62,22193
973,0,1,4,35,66,20852
974,1,1,3,35,50,21074
975,1,1,4,35,55,8005
976,1,1,3,65,51,20874
977,1,1,1,35,90,19149
978,1,1,3,35,43,22901
979,1,1,4,175,45,8043
980,1,1,4,35,55,20854
981,0,1,1,40,78,20783
982,1,1,4,155,59,21771
983,0,0,1,35,70,21114
984,1,1,1,35,56,22203
985,1,0,2,100,39,22015
986,1,1,6,50,46,8330
987,1,1,3,45,54,8223
988,1,1,1,50,47,20120
989,1,1,3,120,43,22152
990,0,1,3,35,58,22152
991,0,1,1,50,48,23233
992,0,1,1,65,40,8724
993,1,1,3,105,51,8234
994,1,1,2,175,40,22201
995,1,0,1,40,45,21403
996,0,1,1,35,50,21224
997,0,1,2,175,59,20016
998,1,1,2,35,54,8036
999,0,1,2,35,45,23229
1000,1,1,2,115,74,18966
1001,0,1,3,35,47,8087
1002,1,1,5,35,41,21093
1003,1,1,4,85,53,21212
1004,0,1,5,35,60,8816
1005,1,0,3,100,66,22901
1006,1,1,2,35,47,20187
1007,1,1,4,100,52,21036
1008,0,1,3,45,37,21117
1009,0,0,1,35,31,22201
1010,1,1,3,35,68,8053
1011,1,1,1,130,62,22003
1012,1,1,1,55,38,20901
1013,1,1,3,175,42,19087
1014,1,1,2,35,58,8043
1015,0,1,4,175,54,19006
1016,0,1,5,35,48,8055
1017,1,1,2,60,41,8087
1018,1,1,2,130,31,21401
1019,1,1,2,35,54,22205
1020,1,1,3,35,45,23233
1021,0,1,2,80,33,20166
1022,1,1,2,35,50,22015
1023,1,1,3,135,56,20817
1024,1,1,3,35,58,21104
1025,1,1,1,35,46,8505
1026,1,1,2,75,32,21015
1027,0,0,1,35,40,21117
1028,1,1,2,35,71,8065
1029,1,0,2,80,49,22903
1030,0,1,1,100,50,22207
1031,0,1,5,35,52,21157
1032,1,1,3,35,46,22003
1033,1,1,4,50,48,8050
1034,0,1,4,35,64,21122
1035,0,0,5,35,49,19111
1036,1,1,1,35,82,8088
1037,1,1,3,100,52,18966
1038,0,1,4,175,53,23113
1039,1,1,2,40,73,20783
1040,1,1,3,175,49,22066
1041,0,1,3,35,55,8742
1042,0,1,1,120,39,21048
1043,0,1,3,80,53,20120
1044,0,0,3,40,49,23113
1045,0,1,3,35,47,22102
1046,1,1,2,35,66,22302
1047,1,1,2,35,48,21224
1048,0,1,3,100,58,8742
1049,0,1,5,35,40,21015
1050,1,1,4,60,59,20850
1051,1,1,3,35,51,8332
1052,0,1,3,35,34,8701
1053,1,1,3,35,54,20817
1054,0,1,6,40,44,19111
1055,0,1,3,45,62,8108
1056,1,1,4,145,44,23113
1057,1,1,3,35,43,22039
1058,0,0,2,55,80,20118
1059,1,1,3,65,62,8003
1060,0,1,4,65,56,19152
1061,1,1,3,175,66,20110
1062,1,1,2,50,64,8755
1063,0,1,2,175,37,22205
1064,0,1,4,35,66,7728
1065,1,1,3,35,54,7726
1066,0,1,2,35,59,8081
1067,0,1,1,35,72,22314
1068,0,1,1,35,57,8759
1069,0,1,2,35,67,21227
1070,0,1,3,35,49,18966
1071,0,0,1,35,30,22201
1072,1,1,4,120,61,21122
1073,0,1,2,35,51,8052
1074,1,1,3,35,66,21784
1075,1,1,1,35,49,20110
1076,1,1,4,45,52,21042
1077,1,1,4,175,57,20854
1078,1,1,6,125,49,19096
1079,1,1,1,60,84,20904
1080,1,1,1,175,32,20816
1081,1,1,2,135,51,22027
1082,0,1,2,55,54,23113
1083,1,1,5,35,70,8759
1084,1,1,2,70,61,24060
1085,1,1,4,60,75,8077
1086,0,1,5,40,47,21701
1087,0,1,1,35,57,21784
1088,1,0,4,175,51,21146
1089,1,1,1,35,55,21702
1090,1,1,2,80,54,20112
1091,1,1,5,40,49,20850
1092,1,1,3,35,69,22192
1093,1,1,3,60,67,21401
1094,1,1,3,80,45,8096
1095,0,1,2,90,69,8701
1096,1,1,2,35,59,8088
1097,1,1,1,35,51,21090
1098,0,1,2,65,73,20705
1099,1,1,2,35,54,20110
1100,1,1,3,35,59,21046
1101,0,1,3,170,52,21030
1102,1,1,2,100,65,21030
1103,1,1,2,175,60,22039
1104,0,1,1,100,51,19010
1105,1,1,3,160,68,8724
1106,1,1,2,35,40,22602
1107,1,1,4,40,51,20186
1108,0,1,2,35,49,20815
1109,0,1,1,60,35,20854
1110,1,1,5,35,43,18901
1111,0,1,2,35,45,20874
1112,1,1,4,155,47,21146
1113,1,1,1,80,62,22407
1114,1,1,1,35,82,21784
1115,0,1,3,35,59,21093
1116,0,1,3,55,80,20874
1117,1,1,2,35,79,19004
1118,0,1,2,35,60,20191
1119,1,1,3,90,55,8080
1120,1,1,4,50,63,22203
1121,0,1,3,175,79,22101
1122,0,0,2,35,81,22030
1123,0,1,3,40,51,21204
1124,0,1,4,125,58,22015
1125,0,1,1,35,78,20008
1126,1,1,2,35,47,20169
1127,1,1,3,45,36,20148
1128,0,1,1,35,82,22901
1129,1,1,2,100,73,21204
1130,0,1,3,175,65,20171
1131,1,1,1,35,68,8088
1132,0,1,2,175,75,8226
1133,1,1,4,175,54,21074
1134,1,1,2,80,74,20853
1135,0,0,1,35,39,22901
1136,0,1,4,110,40,20165
1137,0,1,4,35,49,8520
1138,0,1,1,65,41,8520
1139,1,1,2,70,35,20191
1140,1,1,4,90,55,19027
1141,1,1,3,45,61,8204
1142,0,1,3,35,51,22203
1143,1,1,2,135,52,22032
1144,1,1,3,60,63,8055
1145,1,1,2,40,59,8050
1146,1,1,5,35,42,23233
1147,1,1,2,70,62,22031
1148,1,1,3,65,41,21108
1149,1,1,6,35,41,20187
1150,1,0,2,50,38,22315
1151,0,1,3,35,47,8096
1152,1,1,4,35,42,21048
1153,0,1,2,35,38,21042
1154,0,0,1,35,30,22911
1155,1,1,6,35,32,8234
1156,1,0,1,110,83,19119
1157,0,1,1,35,81,21236
1158,0,1,3,35,56,8012
1159,1,1,4,50,39,20882
1160,1,1,1,175,65,20007
1161,0,1,2,35,62,20783
1162,1,1,2,145,60,22182
1163,0,1,3,130,33,20165
1164,1,1,2,35,68,20715
1165,1,1,4,90,56,8055
1166,1,1,6,130,41,22003
1167,1,1,3,75,39,8036
1168,1,1,2,35,47,19114
1169,0,1,1,35,55,8540
1170,0,1,1,35,42,7726
1171,0,1,2,40,63,22030
1172,1,1,4,175,40,19087
1173,1,1,4,35,52,21075
1174,1,1,3,35,52,20176
1175,1,1,2,35,61,22066
1176,0,1,2,35,63,19038
1177,0,1,2,35,47,21224
1178,0,1,3,70,46,20879
1179,0,1,2,90,37,8043
1180,0,1,2,35,48,22066
1181,1,1,2,95,60,20176
1182,1,1,3,55,67,20850
1183,1,1,3,45,83,21784
1184,1,1,4,35,55,8759
1185,1,1,1,40,73,22032
1186,1,1,1,35,57,8527
1187,1,1,4,175,49,22181
1188,1,1,3,80,54,20895
1189,1,1,3,70,71,20817
1190,0,1,2,35,88,20815
1191,0,1,1,35,75,8085
1192,0,1,4,175,75,20895
1193,1,1,3,35,81,20816
1194,1,1,1,85,47,20194
1195,1,1,1,35,73,8759
1196,0,1,4,35,42,8055
1197,0,1,2,40,87,8534
1198,1,1,2,165,61,20850
1199,0,1,1,40,39,8619
1200,1,1,5,80,54,19002
1201,1,1,3,110,40,20190
1202,0,0,1,35,34,19130
1203,1,1,3,35,70,20850
1204,1,1,5,175,45,23233
1205,0,1,1,85,55,20121
1206,0,1,1,75,63,21228
1207,1,1,2,35,70,20904
1208,1,1,5,100,62,8055
1209,1,1,4,90,59,21228
1210,1,1,3,35,54,8106
1211,1,1,3,60,79,8540
1212,1,1,5,35,41,22033
1213,0,1,2,35,79,19128
1214,1,1,3,75,54,21702
1215,1,1,1,35,80,19010
1216,1,1,4,60,74,20905
1217,1,1,4,35,36,19152
1218,1,1,4,85,47,8085
1219,1,1,3,175,40,20912
1220,1,1,4,175,50,8096
1221,1,1,2,175,61,22003
1222,0,1,5,90,53,22039
1223,1,1,2,35,55,22630
1224,0,1,2,175,54,20112
1225,1,1,3,35,37,20165
1226,1,1,5,35,49,21208
1227,1,1,4,35,50,8055
1228,1,1,4,35,78,21401
1229,1,1,1,35,89,20904
1230,0,0,3,55,33,22043
1231,1,1,2,175,65,22305
1232,0,0,3,80,53,22302
1233,1,1,2,175,70,21401
1234,0,1,4,40,49,22304
1235,1,1,3,35,52,22032
1236,1,1,2,135,49,8043
1237,1,1,1,35,39,8088
1238,1,1,2,35,56,8086
1239,0,1,1,35,58,22153
1240,1,1,4,35,41,21146
1241,0,1,2,40,72,20770
1242,0,1,4,60,78,8094
1243,1,1,1,35,55,8723
1244,0,1,2,35,45,23113
1245,1,1,4,35,46,8108
1246,1,1,2,45,41,20175
1247,1,1,4,65,46,21228
1248,1,1,2,175,62,21108
1249,1,1,3,35,55,8016
1250,1,1,7,100,54,8520
1251,0,1,2,100,66,20852
1252,1,1,2,35,50,23185
1253,1,1,1,115,58,22152
1254,1,1,4,40,73,21234
1255,1,1,5,85,41,21044
1256,1,1,3,35,70,8055
1257,0,1,3,35,36,8534
1258,0,1,2,60,34,8108
1259,1,1,2,35,55,8053
1260,0,1,2,55,69,21042
1261,1,0,3,105,63,22701
1262,0,1,1,35,57,19067
1263,0,1,3,40,53,21061
1264,0,1,3,35,44,22309
1265,1,1,2,35,76,22151
1266,1,1,2,35,61,18901
1267,1,1,2,45,50,20874
1268,1,1,2,80,65,20902
1269,1,1,3,35,79,8050
1270,1,1,4,45,61,22015
1271,1,0,4,35,30,8033
1272,1,1,3,80,57,19119
1273,1,1,1,35,54,8731
1274,0,1,1,35,86,21286
1275,0,1,2,175,58,20124
1276,1,1,1,35,73,19446
1277,1,1,4,115,44,8057
1278,0,1,2,35,61,20194
1279,1,1,1,35,83,22153
1280,1,1,2,35,86,21204
1281,0,1,3,55,56,22201
1282,0,1,5,35,59,20708
1283,1,1,3,50,56,22192
1284,1,1,2,35,50,22204
1285,1,0,1,50,36,20002
1286,1,1,3,35,39,22101
1287,0,1,3,120,69,21060
1288,1,1,3,175,78,22003
1289,0,1,3,35,58,20015
1290,1,1,3,35,68,20895
1291,0,1,2,35,39,21076
1292,0,0,2,35,55,8540
1293,0,1,4,85,36,22407
1294,1,1,2,35,61,22701
1295,1,1,5,70,38,7728
1296,1,1,4,55,44,20878
1297,0,1,4,35,41,8226
1298,0,1,3,60,53,21236
1299,0,0,1,35,42,20008
1300,1,1,4,50,58,22611
1301,1,1,1,35,79,8690
1302,1,1,4,35,46,20882
1303,1,1,4,40,60,19010
1304,0,1,2,175,44,8210
1305,1,1,2,65,44,8361
1306,1,1,2,35,48,19047
1307,1,1,4,35,56,19038
1308,0,1,1,65,48,8691
1309,0,1,2,45,66,23229
1310,1,1,5,35,59,8080
1311,1,1,1,175,47,22309
1312,1,1,1,60,56,21113
1313,0,1,1,35,64,8086
1314,1,1,4,75,53,20874
1315,0,1,3,80,45,21029
1316,0,1,5,35,43,21236
1317,1,1,2,35,52,20124
1318,1,1,3,35,48,21212
1319,1,1,4,140,54,20878
1320,0,1,2,105,61,21158
1321,0,1,2,35,80,20902
1322,0,1,1,35,88,23185
1323,1,1,4,35,62,22202
1324,1,1,2,55,66,20855
1325,1,1,1,35,55,20850
1326,0,1,4,80,50,21229
1327,0,0,1,90,29,21209
1328,1,0,3,35,30,21074
1329,1,1,4,35,64,20175
1330,1,1,2,40,61,8759
1331,1,0,2,45,52,22015
1332,1,1,3,70,85,22308
1333,1,0,1,60,40,20814
1334,1,1,2,35,71,21035
1335,1,1,4,35,55,22903
1336,0,1,3,45,38,21158
1337,0,0,2,35,43,21210
1338,0,1,2,175,51,20191
1339,1,1,4,35,58,8002
1340,0,1,3,35,29,20016
1341,1,1,4,35,51,8053
1342,0,1,1,60,54,22046
1343,1,1,4,35,49,21042
1344,1,1,5,35,52,8205
1345,1,1,6,35,44,21146
1346,1,1,5,35,42,8648
1347,1,0,2,60,36,8540
1348,0,1,5,45,36,20854
1349,1,1,2,35,61,21209
1350,1,1,3,115,41,21012
1351,0,1,2,175,48,21042
1352,0,1,3,35,40,8055
1353,1,1,3,35,47,8108
1354,1,1,4,35,48,20874
1355,1,1,2,175,46,20016
1356,0,1,4,55,75,22407
1357,1,1,3,145,68,22307
1358,1,1,2,85,60,20707
1359,1,1,3,35,55,19002
1360,0,1,1,105,48,8540
1361,0,1,5,85,40,8620
1362,1,1,6,35,51,8691
1363,1,0,1,40,40,22192
1364,1,1,2,35,47,22152
1365,0,0,2,55,85,23229
1366,1,1,5,35,70,20906
1367,1,1,2,35,64,22903
1368,1,1,2,45,39,21014
1369,0,1,1,55,50,8043
1370,0,1,2,65,69,8534
1371,1,1,2,50,37,8088
1372,0,1,2,35,35,20906
1373,1,1,3,175,26,23229
1374,0,1,2,90,55,22153
1375,0,1,2,60,60,20817
1376,1,1,1,70,41,21131
1377,0,1,5,35,46,8620
1378,1,1,2,175,48,20816
1379,1,1,2,35,46,20007
1380,0,1,4,120,46,23113
1381,1,1,3,35,41,20854
1382,0,1,2,35,72,19135
1383,1,1,5,60,54,21774
1384,0,1,1,175,54,20814
1385,0,1,2,115,35,21046
1386,0,1,2,140,49,22554
1387,0,1,1,110,45,21157
1388,1,0,2,60,63,22315
1389,1,1,2,50,67,22309
1390,1,1,1,35,68,8759
1391,1,1,3,35,35,8055
1392,1,1,3,35,36,22015
1393,1,1,3,115,60,21014
1394,1,1,3,35,48,7728
1395,0,1,3,90,58,8721
1396,1,1,2,100,51,8723
1397,1,1,2,85,38,20895
1398,1,1,2,35,54,22030
1399,1,1,1,35,88,8757
1400,1,1,6,35,39,7726
1401,1,1,3,35,67,22026
1402,1,1,3,145,45,21228
1403,0,1,2,35,59,21702
1404,1,1,4,35,50,8724
1405,0,1,1,125,49,18901
1406,1,1,4,50,47,8057
1407,1,1,4,65,44,22407
1408,1,1,5,150,51,20777
1409,0,1,3,70,34,20148
1410,1,1,3,175,61,20112
1411,0,1,6,125,53,8226
1412,1,1,2,80,42,21117
1413,0,1,2,175,62,20169
1414,1,1,3,35,62,8302
1415,1,1,2,35,52,22079
1416,1,1,3,35,61,19006
1417,0,1,4,60,61,22026
1418,1,1,4,35,57,21074
1419,0,1,3,45,45,22302
1420,0,1,5,45,40,8724
1421,1,1,2,40,77,21401
1422,1,1,3,40,40,21136
1423,1,1,2,35,63,21771
1424,0,1,1,35,57,20878
1425,1,1,1,35,37,21208
1426,1,1,2,35,45,20902
1427,1,1,2,85,54,21401
1428,0,1,1,85,54,21104
1429,1,1,4,140,61,18901
1430,0,0,2,35,57,20814
1431,0,1,2,40,55,22314
1432,1,1,3,35,47,8753
1433,1,0,1,35,84,18901
1434,1,1,3,35,57,19067
1435,1,1,3,35,59,22015
1436,1,1,3,55,54,21093
1437,1,1,2,155,64,20171
1438,1,1,4,35,60,22407
1439,0,1,2,175,54,20882
1440,1,1,1,60,39,22302
1441,0,1,2,35,59,20854
1442,1,1,2,105,54,20854
1443,0,1,3,35,50,19087
1444,0,1,1,175,48,20895
1445,1,1,5,90,38,19002
1446,1,1,4,75,53,8003
1447,0,1,1,90,64,8690
1448,0,1,3,35,46,8022
1449,1,1,1,45,42,19119
1450,0,0,2,175,41,22901
1451,0,1,2,105,45,20155
1452,1,1,1,75,57,22207
1453,0,1,5,35,74,24060
1454,1,1,4,105,46,8055
1455,0,0,1,35,69,22601
1456,1,1,3,60,51,20110
1457,1,1,5,110,43,20853
1458,0,1,2,35,57,8087
1459,0,1,3,35,40,21075
1460,1,1,4,175,68,22042
1461,0,1,4,35,38,22407
1462,1,1,3,50,32,21784
1463,1,1,4,35,41,20815
1464,1,1,3,155,75,21012
1465,1,1,1,75,44,20151
1466,0,1,2,35,24,8048
1467,1,0,4,50,49,21209
1468,0,1,4,50,49,21042
1469,1,1,1,35,57,8540
1470,0,1,3,35,59,20170
1471,1,1,2,70,51,20176
1472,1,0,2,35,69,23185
1473,0,1,4,35,46,8731
1474,1,1,3,65,65,22207
1475,1,1,4,175,57,19004
1476,0,1,1,35,51,20111
1477,1,1,3,35,43,22401
1478,0,0,1,35,36,20136
1479,1,1,3,175,71,20850
1480,1,1,2,75,57,21236
1481,0,1,2,35,69,8054
1482,1,1,4,80,45,22101
1483,1,1,3,35,44,19087
1484,0,0,3,120,37,21401
1485,0,1,2,95,36,21014
1486,1,1,5,175,75,22102
1487,0,1,2,45,51,8036
1488,1,1,2,175,88,7728
1489,1,1,3,35,63,21122
1490,1,1,4,35,48,21157
1491,0,1,4,35,60,23185
1492,0,1,2,35,47,19111
1493,0,1,3,70,45,20904
1494,0,1,2,40,77,8098
1495,1,0,2,45,55,22101
1496,1,1,2,65,54,19119
1497,1,1,6,105,48,20815
1498,1,1,3,40,70,19135
1499,1,0,1,175,30,20777
1500,1,1,2,50,64,18966
1501,1,1,2,55,40,22554
1502,1,1,4,95,67,8540
1503,0,1,3,140,46,21042
1504,1,1,2,175,43,20171
1505,0,0,1,75,60,8043
1506,1,1,5,60,45,19047
1507,0,1,3,115,63,20165
1508,1,1,2,35,60,20016
1509,1,1,5,105,67,19115
1510,0,1,3,35,79,21286
1511,1,1,5,80,37,22315
1512,0,1,3,35,51,19096
1513,1,1,2,55,68,22207
1514,1,1,1,35,86,22042
1515,0,1,2,35,40,22315
1516,1,1,4,35,48,20171
1517,1,1,2,100,80,20817
1518,0,1,1,65,62,8106
1519,1,1,4,95,70,19002
1520,1,1,4,45,44,21157
1521,0,1,3,35,45,22554
1522,0,0,2,90,50,20814
1523,0,1,2,35,37,20855
1524,0,1,3,35,67,22153
1525,1,1,2,80,59,21228
1526,0,1,2,35,69,20905
1527,1,1,4,70,50,20158
1528,0,0,4,35,42,8520
1529,1,1,6,110,44,21030
1530,0,1,1,40,32,22203
1531,0,1,4,35,52,20878
1532,0,1,3,35,58,19067
1533,1,1,1,35,63,8234
1534,1,1,7,90,46,22101
1535,0,0,1,40,37,21229
1536,1,1,1,85,69,20155
1537,0,1,3,90,32,21401
1538,1,1,4,175,46,22066
1539,1,1,3,35,62,21044
1540,0,1,1,45,76,19047
1541,1,1,2,35,35,8096
1542,1,1,2,40,63,8080
1543,1,1,1,35,70,8204
1544,1,1,4,45,44,19136
1545,1,1,4,80,51,20906
1546,1,1,4,35,47,20124
1547,0,1,2,100,44,20175
1548,1,1,4,35,65,8210
1549,0,1,4,85,72,20902
1550,1,1,2,165,39,8051
1551,0,1,2,65,45,21234
1552,1,1,4,45,39,8731
1553,0,1,2,105,50,20036
1554,1,1,1,145,57,21401
1555,0,1,3,80,56,20111
1556,1,1,3,100,58,21093
1557,1,1,2,80,47,8057
1558,1,1,2,35,61,20009
1559,1,1,2,105,65,21701
1560,0,1,1,35,69,22042
1561,1,1,2,35,76,20008
1562,1,1,3,35,36,22307
1563,0,1,3,90,38,8620
1564,0,1,3,70,35,19047
1565,0,1,2,40,40,21784
1566,1,1,4,70,64,20164
1567,1,1,2,35,38,22701
1568,0,1,4,35,70,22151
1569,1,1,3,70,51,21044
1570,1,1,6,175,59,20850
1571,1,1,2,35,80,20007
1572,1,1,4,35,48,21229
1573,1,1,2,125,62,21210
1574,1,1,5,35,46,20814
1575,0,1,2,125,42,20147
1576,1,1,4,120,75,22066
1577,0,0,1,35,25,19103
1578,1,1,3,35,67,21030
1579,1,1,5,35,51,20110
1580,1,1,4,140,56,21131
1581,0,0,1,35,38,19136
1582,1,1,2,35,71,8012
1583,1,1,2,75,61,21133
1584,1,1,2,175,60,20121
1585,1,1,6,40,37,21784
1586,0,1,3,35,52,21093
1587,1,1,5,35,52,8062
1588,0,1,1,55,49,21286
1589,1,1,1,70,35,8090
1590,1,1,5,115,64,20169
1591,0,1,4,55,62,21209
1592,1,1,2,140,70,19002
1593,0,1,4,35,58,20124
1594,0,1,4,150,61,22182
1595,1,1,5,35,46,20882
1596,0,1,3,175,42,22310
1597,1,1,6,35,50,21093
1598,1,1,2,50,51,19446
1599,1,1,3,35,58,21042
1600,1,1,4,40,39,8035
1601,1,1,5,35,59,8016
1602,1,1,4,175,51,21403
1603,0,1,2,90,47,8053
1604,1,1,1,40,83,19047
1605,1,1,3,35,78,22310
1606,0,0,1,175,60,19002
1607,0,1,2,50,55,20744
1608,1,1,3,60,56,22315
1609,0,0,1,105,47,21229
1610,0,0,1,35,47,8080
1611,1,1,3,35,48,8332
1612,1,1,1,35,47,22305
1613,1,1,3,65,40,22309
1614,0,0,2,40,33,22015
1615,1,1,3,35,52,20782
1616,1,1,3,160,48,21157
1617,0,1,1,35,77,23229
1618,0,1,4,35,62,8034
1619,1,1,6,140,61,21157
1620,1,1,2,35,53,22911
1621,1,0,3,35,66,22152
1622,0,1,4,35,38,20132
1623,1,1,6,35,50,8053
1624,0,1,3,85,68,20782
1625,1,1,2,175,75,8034
1626,1,1,2,90,54,21074
1627,1,1,4,135,46,22152
1628,0,1,2,35,74,22101
1629,1,1,2,175,81,21234
1630,1,1,2,35,59,19149
1631,1,1,5,35,49,21093
1632,0,1,1,35,76,20852
1633,0,1,1,90,59,21131
1634,1,1,4,35,54,21228
1635,0,1,1,35,69,8648
1636,1,1,4,35,73,21286
1637,1,0,5,65,69,8527
1638,1,1,2,40,63,20723
1639,1,1,1,45,60,22033
1640,0,1,3,35,57,21044
1641,0,1,1,70,58,8724
1642,0,1,2,35,48,20016
1643,1,1,4,35,39,20169
1644,1,1,2,75,58,20194
1645,0,0,2,35,31,22901
1646,0,1,2,90,50,20877
1647,0,1,1,35,52,8226
1648,1,1,3,35,52,21014
1649,0,1,3,35,57,20853
1650,0,0,1,35,35,20110
1651,1,1,1,35,45,19106
1652,0,1,5,175,78,20853
1653,1,1,4,35,45,22043
1654,1,1,4,70,66,21228
1655,0,1,6,35,50,20817
1656,0,1,3,175,48,21014
1657,1,1,3,35,80,20817
1658,0,1,1,115,84,22032
1659,1,1,2,35,44,8012
1660,1,1,4,100,63,22182
1661,1,1,3,35,44,8723
1662,1,1,2,35,54,8742
1663,0,1,1,175,60,21401
1664,1,1,1,35,34,21093
1665,0,1,1,35,87,8034
1666,0,1,2,80,39,20152
1667,1,1,6,35,59,21144
1668,0,1,5,100,52,21036
1669,0,1,4,45,56,21146
1670,0,1,7,35,67,22046
1671,0,1,3,100,57,20124
1672,0,1,1,60,85,8648
1673,0,1,3,95,59,8075
1674,1,1,1,35,47,22302
1675,1,1,2,35,82,24060
1676,1,1,1,35,61,19096
1677,1,1,3,35,81,21212
1678,0,1,5,85,40,19111
1679,0,1,3,65,43,18940
1680,1,1,2,35,46,20724
1681,1,1,3,35,34,21236
1682,1,1,3,130,60,22101
1683,0,1,4,35,41,8527
1684,1,1,3,35,43,8619
1685,1,1,2,175,56,21029
1686,1,1,1,105,59,22308
1687,1,1,3,115,33,20878
1688,1,0,3,35,52,8065
1689,1,1,3,35,40,22193
1690,0,1,2,35,63,20009
1691,0,1,2,75,44,22039
1692,0,1,6,65,50,20186
1693,1,1,4,60,64,22152
1694,1,1,3,35,62,19087
1695,1,0,1,35,55,20186
1696,1,1,4,35,61,21146
1697,1,0,1,45,52,22204
1698,1,1,3,35,59,20124
1699,0,1,2,35,69,21093
1700,1,1,2,35,71,22150
1701,0,1,2,80,42,19096
1702,0,1,4,35,53,8053
1703,1,1,5,95,48,21074
1704,0,1,2,45,60,21037
1705,0,1,2,50,65,20815
1706,0,1,1,35,66,20008
1707,1,1,2,40,57,8759
1708,0,1,1,40,58,21048
1709,1,1,3,35,58,20181
1710,0,1,4,175,61,20147
1711,1,1,3,35,43,8098
1712,1,1,2,35,68,20879
1713,0,0,2,110,59,23185
1714,1,1,2,175,83,19087
1715,1,1,4,175,53,21771
1716,0,0,1,90,50,22206
1717,1,1,3,75,64,21015
1718,1,1,4,35,56,21074
1719,1,1,2,35,78,19114
1720,1,0,3,35,38,22204
1721,0,1,5,155,60,21093
1722,1,1,3,150,51,20124
1723,1,1,2,65,66,21014
1724,0,1,2,40,48,8332
1725,0,1,3,115,37,22182
1726,0,1,3,120,56,8062
1727,1,1,3,35,35,20853
1728,1,1,1,35,65,21228
1729,1,1,4,35,80,8075
1730,1,1,2,80,54,18940
1731,0,1,4,35,62,8055
1732,1,1,3,35,48,8087
1733,0,1,4,35,44,22611
1734,1,1,3,35,63,22405
1735,1,1,5,40,61,21209
1736,1,1,1,80,48,20016
1737,1,1,4,35,41,21042
1738,1,1,2,35,43,22192
1739,1,0,3,35,43,8648
1740,1,1,2,35,46,18940
1741,1,1,4,65,53,8648
1742,0,1,2,40,54,21042
1743,1,1,2,35,34,8054
1744,1,1,1,60,33,22310
1745,1,1,3,90,66,8008
1746,1,1,1,50,60,22044
1747,1,1,4,35,52,20175
1748,1,0,1,110,47,22180
1749,1,1,3,80,31,8648
1750,1,1,5,35,44,8081
1751,1,1,3,35,56,8096
1752,1,1,7,175,52,8690
1753,0,1,2,85,40,21163
1754,1,1,4,70,59,21163
1755,0,0,4,75,38,20854
1756,0,1,2,35,41,22405
1757,0,1,1,40,32,8332
1758,0,1,2,70,60,22901
1759,1,1,3,35,61,19115
1760,0,1,3,40,50,20878
1761,1,1,2,80,39,21157
1762,1,1,1,35,52,19004
1763,0,1,2,35,76,8034
1764,0,1,3,70,48,22039
1765,1,1,2,150,67,20817
1766,1,1,2,35,58,20191
1767,1,1,5,40,45,22911
1768,0,1,2,35,37,20148
1769,1,1,1,35,54,22033
1770,1,1,2,60,51,19114
1771,1,1,3,175,41,20171
1772,1,1,2,35,39,19083
1773,1,1,2,60,69,22303
1774,1,1,2,50,84,22207
1775,1,1,2,35,64,20782
1776,1,1,2,35,69,20882
1777,0,1,2,35,60,8221
1778,1,1,2,40,59,21784
1779,0,1,4,35,52,23233
1780,0,1,2,35,49,20707
1781,1,1,1,65,86,21093
1782,1,1,6,110,46,21093
1783,0,1,1,45,54,8540
1784,1,1,3,85,47,23185
1785,1,1,3,35,52,23229
1786,1,1,5,50,54,19038
1787,0,0,5,35,58,20136
1788,0,0,1,35,82,22315
1789,0,1,2,50,66,19027
1790,0,1,3,80,31,20814
1791,1,1,2,35,57,22101
1792,1,1,3,35,66,22207
1793,1,1,2,90,81,19446
1794,1,1,2,35,60,8753
1795,0,1,4,70,65,20855
1796,1,1,2,160,39,23229
1797,1,1,3,35,57,22192
1798,1,1,8,65,51,20874
1799,0,1,2,55,57,8085
1800,1,1,2,175,60,20816
1801,0,1,3,45,37,20814
1802,0,1,4,35,62,20854
